tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2023-0363,Knoxville CH,Hard,32,C,20231106,244,211594,,,Luca Wiedenmann,R,178.0,GER,25.5,132052,3.0,,Christian Langmo,R,191.0,USA,27.4,3-0 RET,3,Q1,,2.0,0.0,9.0,7.0,7.0,1.0,2.0,0.0,0.0,0.0,2.0,22.0,16.0,8.0,2.0,1.0,3.0,4.0,565.0,65.0,377.0,126.0
2023-0363,Knoxville CH,Hard,32,C,20231106,240,207992,5.0,,Cannon Kingsley,R,188.0,USA,22.5,202248,,,Alex Lawson,L,191.0,USA,29.7,6-4 7-6(1),3,Q1,,11.0,2.0,61.0,44.0,37.0,10.0,11.0,0.0,0.0,6.0,4.0,70.0,50.0,36.0,8.0,11.0,1.0,2.0,422.0,107.0,,
2023-0363,Knoxville CH,Hard,32,C,20231106,241,122078,11.0,,Dmitry Popko,R,191.0,KAZ,27.0,111578,,,Stefan Kozlov,R,183.0,USA,25.7,6-4 6-3,3,Q1,,3.0,6.0,88.0,45.0,28.0,20.0,10.0,11.0,15.0,0.0,4.0,54.0,43.0,20.0,3.0,9.0,6.0,12.0,519.0,73.0,670.0,44.0
2023-0363,Knoxville CH,Hard,32,C,20231106,242,200346,4.0,,Mats Rosenkranz,L,193.0,GER,25.2,209972,,WC,Adit Sinha,R,183.0,USA,20.1,6-3 7-6(4),3,Q1,,8.0,1.0,63.0,40.0,33.0,16.0,11.0,0.0,0.0,7.0,1.0,70.0,46.0,32.0,12.0,10.0,5.0,6.0,460.0,91.0,992.0,12.0
2023-0363,Knoxville CH,Hard,32,C,20231106,243,209326,,,Murphy Cassone,R,188.0,USA,21.2,105985,8.0,,Darian King,R,188.0,BAR,31.5,6-2 6-1,3,Q1,,3.0,2.0,49.0,31.0,19.0,13.0,8.0,4.0,5.0,0.0,3.0,49.0,31.0,16.0,6.0,7.0,3.0,8.0,1555.0,2.0,462.0,90.0
2023-7397,Kobe CH,Hard,32,C,20231113,253,200216,2.0,,Giovanni Fonio,R,183.0,ITA,25.5,206923,,WC,Shinji Hazawa,R,175.0,JPN,24.5,6-3 6-7(3) 6-1,3,Q2,119.0,3.0,3.0,94.0,61.0,42.0,19.0,15.0,2.0,4.0,3.0,1.0,83.0,45.0,31.0,17.0,13.0,0.0,5.0,306.0,179.0,593.0,58.0
2023-7397,Kobe CH,Hard,32,C,20231113,244,106034,3.0,,Yasutaka Uchiyama,R,183.0,JPN,31.2,210536,,WC,Rei Sakamoto,R,193.0,JPN,17.3,6-1 6-2,3,Q1,66.0,5.0,1.0,45.0,35.0,29.0,4.0,7.0,3.0,3.0,3.0,3.0,54.0,27.0,14.0,10.0,8.0,5.0,10.0,301.0,180.0,1181.0,6.0
2023-7397,Kobe CH,Hard,32,C,20231113,243,134329,,,Blake Ellis,R,191.0,AUS,24.8,111788,7.0,,Naoki Nakagawa,R,180.0,JPN,26.9,6-2 6-7(6) 7-6(4),3,Q1,147.0,6.0,3.0,104.0,52.0,39.0,29.0,16.0,1.0,4.0,10.0,6.0,108.0,58.0,42.0,20.0,16.0,5.0,10.0,387.0,123.0,347.0,146.0
2023-7397,Kobe CH,Hard,32,C,20231113,242,209928,4.0,,Kalin Ivanovski,R,196.0,MKD,19.5,207987,,WC,Ryuki Matsuda,R,157.0,JPN,23.8,6-7(2) 6-2 6-2,3,Q1,125.0,14.0,2.0,84.0,55.0,39.0,18.0,14.0,3.0,5.0,0.0,2.0,101.0,74.0,44.0,10.0,14.0,10.0,16.0,330.0,161.0,570.0,63.0
2023-7397,Kobe CH,Hard,32,C,20231113,273,200647,5.0,,Sho Shimabukuro,R,180.0,JPN,26.2,111187,,,Kaichi Uchida,R,180.0,JPN,29.2,6-1 7-6(5),3,R32,90.0,9.0,5.0,72.0,40.0,30.0,17.0,9.0,5.0,6.0,7.0,5.0,70.0,38.0,29.0,10.0,10.0,4.0,8.0,155.0,396.0,285.0,194.0
2023-7397,Kobe CH,Hard,32,C,20231113,288,208134,3.0,,Luca Nardi,R,185.0,ITA,20.2,200416,,Q,August Holmgren,R,188.0,DEN,25.5,6-3 3-6 7-5,3,R16,129.0,4.0,2.0,85.0,53.0,39.0,22.0,15.0,2.0,4.0,4.0,5.0,101.0,67.0,48.0,14.0,15.0,7.0,10.0,128.0,503.0,335.0,153.0
2023-7397,Kobe CH,Hard,32,C,20231113,241,208389,,,James Trotter,R,183.0,JPN,24.2,124040,9.0,,Colin Sinclair,R,188.0,NMI,28.9,6-4 7-5,3,Q1,81.0,7.0,2.0,61.0,38.0,30.0,13.0,11.0,2.0,3.0,5.0,3.0,63.0,38.0,26.0,12.0,11.0,1.0,4.0,529.0,69.0,361.0,137.0
2023-7397,Kobe CH,Hard,32,C,20231113,240,105339,,,Yan Bai,R,185.0,CHN,34.4,207186,,,Arthur Weber,L,185.0,FRA,31.5,6-2 6-4,3,Q1,63.0,1.0,1.0,45.0,30.0,23.0,10.0,9.0,1.0,3.0,1.0,3.0,55.0,33.0,20.0,7.0,9.0,1.0,6.0,393.0,119.0,353.0,144.0
2023-7397,Kobe CH,Hard,32,C,20231113,239,208649,,,Andrew Fenty,R,193.0,USA,23.6,106078,11.0,,Egor Gerasimov,R,196.0,BLR,31.0,6-3 0-0 RET,3,Q1,38.0,0.0,3.0,25.0,14.0,10.0,6.0,5.0,0.0,1.0,0.0,1.0,22.0,11.0,7.0,3.0,4.0,1.0,3.0,1318.0,4.0,366.0,132.0
2023-7397,Kobe CH,Hard,32,C,20231113,238,200677,,,Rio Noguchi,R,168.0,JPN,24.8,207231,6.0,,Mathys Erhard,R,188.0,FRA,22.0,6-4 6-0,3,Q1,65.0,1.0,3.0,51.0,32.0,24.0,10.0,8.0,5.0,6.0,2.0,3.0,42.0,26.0,13.0,5.0,8.0,1.0,6.0,396.0,119.0,343.0,149.0
2023-7397,Kobe CH,Hard,32,C,20231113,285,200514,1.0,,Jurij Rodionov,L,191.0,AUT,24.4,106034,,Q,Yasutaka Uchiyama,R,183.0,JPN,31.2,7-6(5) 6-4,3,R32,111.0,6.0,7.0,78.0,47.0,32.0,13.0,11.0,3.0,5.0,6.0,4.0,76.0,43.0,29.0,15.0,11.0,1.0,4.0,107.0,582.0,301.0,180.0
2023-7397,Kobe CH,Hard,32,C,20231113,284,202122,,,Yuta Shimizu,L,163.0,JPN,24.4,105147,,WC,Tatsuma Ito,R,180.0,JPN,35.4,7-6(6) 6-3,3,R32,91.0,8.0,0.0,60.0,40.0,32.0,13.0,11.0,0.0,2.0,4.0,1.0,80.0,50.0,26.0,18.0,10.0,6.0,9.0,249.0,239.0,648.0,48.0
2023-7397,Kobe CH,Hard,32,C,20231113,283,207213,,,Duje Ajdukovic,R,188.0,CRO,22.7,144949,,,Menelaos Efstathiou,R,183.0,CYP,24.7,6-2 6-2,3,R32,60.0,2.0,0.0,51.0,33.0,22.0,10.0,8.0,1.0,2.0,0.0,5.0,45.0,26.0,15.0,5.0,8.0,1.0,6.0,172.0,359.0,1189.0,6.0
2023-7397,Kobe CH,Hard,32,C,20231113,282,200677,,LL,Rio Noguchi,R,168.0,JPN,24.8,200318,,,Yu Hsiou Hsu,R,178.0,TPE,24.6,6-4 6-3,3,R32,89.0,1.0,2.0,49.0,24.0,21.0,15.0,9.0,0.0,0.0,1.0,2.0,86.0,49.0,28.0,19.0,10.0,11.0,14.0,396.0,119.0,209.0,295.0
2023-7397,Kobe CH,Hard,32,C,20231113,281,133975,4.0,,Benjamin Hassan,R,183.0,LBN,28.7,210317,,,James Mccabe,R,188.0,AUS,20.3,0-6 6-3 6-2,3,R32,97.0,3.0,11.0,80.0,46.0,33.0,12.0,11.0,6.0,10.0,4.0,5.0,78.0,37.0,27.0,14.0,12.0,5.0,10.0,149.0,416.0,268.0,216.0
2023-7397,Kobe CH,Hard,32,C,20231113,280,126555,,,Tung Lin Wu,R,188.0,TPE,25.5,208013,,,Dane Sweeny,R,170.0,AUS,22.7,6-3 7-6(2),3,R32,102.0,4.0,0.0,66.0,49.0,39.0,11.0,10.0,5.0,5.0,3.0,5.0,75.0,48.0,33.0,13.0,11.0,5.0,7.0,230.0,269.0,254.0,234.0
2023-7397,Kobe CH,Hard,32,C,20231113,278,105359,,,Jason Jung,R,180.0,TPE,34.4,144645,8.0,,Zdenek Kolar,R,183.0,CZE,27.0,6-4 7-6(4),3,R32,112.0,2.0,2.0,74.0,48.0,32.0,13.0,11.0,5.0,8.0,1.0,2.0,78.0,43.0,25.0,18.0,11.0,2.0,6.0,242.0,249.0,179.0,349.0
2023-7397,Kobe CH,Hard,32,C,20231113,277,117360,6.0,,Marc Polmans,R,188.0,AUS,26.5,208649,,Q,Andrew Fenty,R,193.0,USA,23.6,6-2 7-5,3,R32,121.0,5.0,8.0,63.0,40.0,30.0,8.0,10.0,3.0,5.0,4.0,5.0,80.0,40.0,21.0,19.0,10.0,9.0,14.0,158.0,394.0,1318.0,4.0
2023-7397,Kobe CH,Hard,32,C,20231113,276,144972,,,Geoffrey Blancaneaux,R,180.0,FRA,25.2,211346,,,Andres Martin,R,183.0,USA,22.3,6-4 6-4,3,R32,115.0,1.0,0.0,77.0,50.0,32.0,20.0,10.0,14.0,14.0,2.0,1.0,71.0,56.0,38.0,5.0,10.0,5.0,7.0,244.0,245.0,533.0,68.0
2023-7397,Kobe CH,Hard,32,C,20231113,275,200416,,Q,August Holmgren,R,188.0,DEN,25.5,121411,,,Moez Echargui,R,178.0,TUN,30.8,6-4 6-3,3,R32,111.0,4.0,2.0,55.0,30.0,21.0,16.0,9.0,0.0,0.0,0.0,8.0,91.0,46.0,30.0,21.0,10.0,12.0,15.0,335.0,153.0,279.0,206.0
2023-7397,Kobe CH,Hard,32,C,20231113,274,208134,3.0,,Luca Nardi,R,185.0,ITA,20.2,207383,,WC,Taisei Ichikawa,L,180.0,JPN,22.8,7-5 6-2,3,R32,80.0,5.0,2.0,57.0,37.0,28.0,12.0,10.0,1.0,2.0,0.0,3.0,60.0,40.0,28.0,7.0,10.0,3.0,7.0,128.0,503.0,786.0,28.0
2023-7235,Drummondville CH,Hard,32,C,20231113,287,126106,5.0,,Ryan Peniston,L,180.0,GBR,28.0,202297,,WC,Dan Martin,U,,CAN,24.5,6-2 0-0 RET,3,R16,34.0,3.0,1.0,20.0,13.0,12.0,4.0,4.0,0.0,0.0,0.0,1.0,23.0,16.0,7.0,5.0,4.0,0.0,2.0,182.0,344.0,,
2023-7397,Kobe CH,Hard,32,C,20231113,272,111805,,,Seong Chan Hong,R,175.0,KOR,26.3,117357,,Alt,Omar Jasika,L,183.0,AUS,26.4,6-3 6-1,3,R32,85.0,4.0,1.0,47.0,26.0,19.0,11.0,8.0,3.0,5.0,0.0,5.0,57.0,40.0,19.0,4.0,8.0,8.0,14.0,280.0,202.0,320.0,168.0
2023-7397,Kobe CH,Hard,32,C,20231113,271,105339,,LL,Yan Bai,R,185.0,CHN,34.4,209928,,Q,Kalin Ivanovski,R,196.0,MKD,19.5,6-1 4-0 RET,3,R32,40.0,1.0,2.0,30.0,17.0,15.0,6.0,5.0,1.0,1.0,1.0,3.0,35.0,20.0,7.0,6.0,6.0,3.0,8.0,393.0,119.0,330.0,161.0
2023-7397,Kobe CH,Hard,32,C,20231113,270,208278,2.0,,Shintaro Mochizuki,R,175.0,JPN,20.4,200216,,Q,Giovanni Fonio,R,183.0,ITA,25.5,4-6 6-2 6-3,3,R32,100.0,5.0,1.0,74.0,44.0,32.0,15.0,13.0,5.0,8.0,2.0,1.0,72.0,39.0,22.0,16.0,14.0,2.0,8.0,137.0,452.0,306.0,179.0
2023-7397,Kobe CH,Hard,32,C,20231113,254,200416,,,August Holmgren,R,188.0,DEN,25.5,126208,,,Yusuke Takahashi,R,170.0,JPN,26.0,6-4 6-4,3,Q2,79.0,4.0,4.0,61.0,33.0,24.0,19.0,10.0,4.0,4.0,1.0,2.0,56.0,36.0,24.0,11.0,10.0,0.0,2.0,335.0,153.0,459.0,91.0
2023-7397,Kobe CH,Hard,32,C,20231113,300,207213,,,Duje Ajdukovic,R,188.0,CRO,22.7,200647,5.0,,Sho Shimabukuro,R,180.0,JPN,26.2,6-4 6-2,3,F,85.0,4.0,0.0,64.0,43.0,28.0,11.0,9.0,8.0,10.0,0.0,4.0,48.0,22.0,14.0,11.0,9.0,5.0,10.0,172.0,359.0,155.0,396.0
2023-7397,Kobe CH,Hard,32,C,20231113,299,207213,,,Duje Ajdukovic,R,188.0,CRO,22.7,126555,,,Tung Lin Wu,R,188.0,TPE,25.5,7-5 5-7 6-3,3,SF,126.0,4.0,2.0,101.0,59.0,41.0,23.0,17.0,6.0,9.0,3.0,1.0,89.0,66.0,40.0,16.0,16.0,4.0,8.0,172.0,359.0,230.0,269.0
2023-7397,Kobe CH,Hard,32,C,20231113,298,200647,5.0,,Sho Shimabukuro,R,180.0,JPN,26.2,208134,3.0,,Luca Nardi,R,185.0,ITA,20.2,6-2 6-2,3,SF,59.0,1.0,1.0,39.0,21.0,17.0,15.0,8.0,0.0,0.0,3.0,5.0,50.0,31.0,19.0,6.0,8.0,3.0,7.0,155.0,396.0,128.0,503.0
2023-7397,Kobe CH,Hard,32,C,20231113,297,207213,,,Duje Ajdukovic,R,188.0,CRO,22.7,200514,1.0,,Jurij Rodionov,L,191.0,AUT,24.4,7-6(5) 4-6 6-1,3,QF,115.0,10.0,2.0,90.0,59.0,45.0,13.0,15.0,1.0,4.0,4.0,5.0,82.0,52.0,38.0,11.0,14.0,1.0,5.0,172.0,359.0,107.0,582.0
2023-7397,Kobe CH,Hard,32,C,20231113,296,126555,,,Tung Lin Wu,R,188.0,TPE,25.5,105359,,,Jason Jung,R,180.0,TPE,34.4,6-4 6-3,3,QF,80.0,10.0,2.0,55.0,32.0,23.0,10.0,9.0,4.0,6.0,1.0,1.0,56.0,33.0,19.0,11.0,10.0,1.0,6.0,230.0,269.0,242.0,249.0
2023-7397,Kobe CH,Hard,32,C,20231113,295,208134,3.0,,Luca Nardi,R,185.0,ITA,20.2,117360,6.0,,Marc Polmans,R,188.0,AUS,26.5,6-2 6-4,3,QF,92.0,5.0,3.0,53.0,31.0,26.0,13.0,9.0,0.0,0.0,2.0,3.0,72.0,45.0,28.0,11.0,9.0,7.0,10.0,128.0,503.0,158.0,394.0
2023-7397,Kobe CH,Hard,32,C,20231113,294,200647,5.0,,Sho Shimabukuro,R,180.0,JPN,26.2,208278,2.0,,Shintaro Mochizuki,R,175.0,JPN,20.4,6-3 6-3,3,QF,76.0,3.0,3.0,66.0,35.0,26.0,16.0,9.0,6.0,7.0,8.0,5.0,50.0,26.0,15.0,10.0,9.0,3.0,7.0,155.0,396.0,137.0,452.0
2023-7397,Kobe CH,Hard,32,C,20231113,293,200514,1.0,,Jurij Rodionov,L,191.0,AUT,24.4,202122,,,Yuta Shimizu,L,163.0,JPN,24.4,6-1 2-6 6-1,3,R16,88.0,6.0,2.0,58.0,29.0,21.0,18.0,11.0,1.0,3.0,0.0,2.0,69.0,46.0,26.0,9.0,11.0,6.0,11.0,107.0,582.0,249.0,239.0
2023-7397,Kobe CH,Hard,32,C,20231113,292,207213,,,Duje Ajdukovic,R,188.0,CRO,22.7,200677,,LL,Rio Noguchi,R,168.0,JPN,24.8,6-0 5-7 6-3,3,R16,100.0,7.0,2.0,76.0,46.0,35.0,16.0,13.0,2.0,4.0,0.0,3.0,85.0,62.0,38.0,9.0,14.0,4.0,10.0,172.0,359.0,396.0,119.0
2023-7397,Kobe CH,Hard,32,C,20231113,291,126555,,,Tung Lin Wu,R,188.0,TPE,25.5,133975,4.0,,Benjamin Hassan,R,183.0,LBN,28.7,6-3 6-4,3,R16,68.0,2.0,0.0,57.0,44.0,34.0,5.0,9.0,4.0,5.0,7.0,3.0,61.0,38.0,22.0,11.0,10.0,4.0,8.0,230.0,269.0,149.0,416.0
2023-7397,Kobe CH,Hard,32,C,20231113,289,117360,6.0,,Marc Polmans,R,188.0,AUS,26.5,144972,,,Geoffrey Blancaneaux,R,180.0,FRA,25.2,6-4 7-6(3),3,R16,159.0,3.0,4.0,72.0,48.0,31.0,10.0,11.0,5.0,9.0,1.0,6.0,101.0,57.0,36.0,13.0,11.0,12.0,17.0,158.0,394.0,244.0,245.0
2023-7235,Drummondville CH,Hard,32,C,20231113,271,111515,,,Thai Son Kwiatkowski,R,188.0,USA,28.7,208144,,Q,Giles Hussey,L,185.0,GBR,26.4,7-6(4) 0-6 7-5,3,R32,135.0,5.0,5.0,98.0,54.0,40.0,22.0,15.0,7.0,11.0,5.0,1.0,91.0,57.0,45.0,18.0,15.0,2.0,4.0,334.0,153.0,472.0,87.0
2023-7397,Kobe CH,Hard,32,C,20231113,287,200647,5.0,,Sho Shimabukuro,R,180.0,JPN,26.2,111805,,,Seong Chan Hong,R,175.0,KOR,26.3,6-4 7-6(4),3,R16,113.0,1.0,2.0,78.0,43.0,29.0,24.0,11.0,6.0,7.0,5.0,3.0,80.0,52.0,37.0,11.0,11.0,6.0,8.0,155.0,396.0,280.0,202.0
2023-7397,Kobe CH,Hard,32,C,20231113,286,208278,2.0,,Shintaro Mochizuki,R,175.0,JPN,20.4,105339,,LL,Yan Bai,R,185.0,CHN,34.4,6-3 6-2,3,R16,69.0,1.0,0.0,60.0,37.0,29.0,13.0,9.0,4.0,4.0,1.0,1.0,44.0,24.0,16.0,8.0,8.0,2.0,5.0,137.0,452.0,393.0,119.0
2023-7235,Drummondville CH,Hard,32,C,20231113,300,200267,6.0,,Zizou Bergs,R,185.0,BEL,24.4,105902,2.0,,James Duckworth,R,183.0,AUS,31.8,6-4 7-5,3,F,80.0,10.0,1.0,62.0,42.0,34.0,9.0,11.0,3.0,5.0,5.0,3.0,72.0,49.0,30.0,10.0,11.0,6.0,10.0,174.0,358.0,113.0,553.0
2023-7235,Drummondville CH,Hard,32,C,20231113,299,200267,6.0,,Zizou Bergs,R,185.0,BEL,24.4,202398,,,Michael Vrbensky,R,180.0,CZE,23.8,W/O,3,SF,0.0,,,,,,,,,,,,,,,,,,,174.0,358.0,336.0,152.0
2023-7235,Drummondville CH,Hard,32,C,20231113,298,105902,2.0,,James Duckworth,R,183.0,AUS,31.8,111454,,,Li Tu,R,183.0,AUS,27.4,6-4 6-3,3,SF,61.0,6.0,0.0,50.0,40.0,33.0,6.0,10.0,0.0,1.0,6.0,2.0,53.0,31.0,25.0,7.0,9.0,2.0,5.0,113.0,553.0,271.0,214.0
2023-7235,Drummondville CH,Hard,32,C,20231113,297,200267,6.0,,Zizou Bergs,R,185.0,BEL,24.4,136440,1.0,,Dominik Koepfer,L,180.0,GER,29.5,6-4 4-6 7-5,3,QF,141.0,5.0,3.0,112.0,80.0,52.0,16.0,16.0,6.0,10.0,4.0,5.0,87.0,53.0,36.0,16.0,16.0,2.0,7.0,174.0,358.0,82.0,717.0
2023-7235,Drummondville CH,Hard,32,C,20231113,296,202398,,,Michael Vrbensky,R,180.0,CZE,23.8,144826,8.0,,Aziz Dougaz,L,188.0,TUN,26.6,6-2 3-6 6-4,3,QF,126.0,9.0,9.0,95.0,58.0,41.0,17.0,13.0,1.0,3.0,16.0,2.0,75.0,41.0,31.0,18.0,14.0,3.0,7.0,336.0,152.0,233.0,261.0
2023-7235,Drummondville CH,Hard,32,C,20231113,295,111454,,,Li Tu,R,183.0,AUS,27.4,105311,,,Joao Sousa,R,185.0,POR,34.6,6-4 7-5,3,QF,94.0,9.0,3.0,56.0,33.0,29.0,16.0,11.0,0.0,0.0,0.0,1.0,88.0,67.0,43.0,11.0,11.0,11.0,13.0,271.0,214.0,267.0,216.0
2023-7235,Drummondville CH,Hard,32,C,20231113,294,105902,2.0,,James Duckworth,R,183.0,AUS,31.8,126106,5.0,,Ryan Peniston,L,180.0,GBR,28.0,4-6 6-3 6-4,3,QF,129.0,8.0,1.0,89.0,54.0,41.0,20.0,15.0,4.0,5.0,7.0,6.0,80.0,35.0,30.0,26.0,14.0,3.0,5.0,113.0,553.0,182.0,344.0
2023-7235,Drummondville CH,Hard,32,C,20231113,293,136440,1.0,,Dominik Koepfer,L,180.0,GER,29.5,210142,,LL,Olaf Pieczkowski,R,183.0,POL,19.6,6-4 6-4,3,R16,74.0,6.0,3.0,54.0,31.0,25.0,15.0,10.0,3.0,4.0,6.0,2.0,62.0,41.0,30.0,8.0,10.0,6.0,9.0,82.0,717.0,558.0,65.0
2023-7235,Drummondville CH,Hard,32,C,20231113,292,200267,6.0,,Zizou Bergs,R,185.0,BEL,24.4,212259,,Q,Benjamin Thomas George,L,178.0,CAN,20.8,6-3 6-2,3,R16,72.0,4.0,2.0,48.0,27.0,21.0,15.0,9.0,0.0,0.0,0.0,3.0,61.0,45.0,25.0,7.0,8.0,3.0,6.0,174.0,358.0,1852.0,1.0
2023-7235,Drummondville CH,Hard,32,C,20231113,291,202398,,,Michael Vrbensky,R,180.0,CZE,23.8,208119,,SE,Liam Draxl,R,185.0,CAN,21.9,6-7(4) 6-3 7-5,3,R16,160.0,5.0,5.0,109.0,63.0,50.0,26.0,17.0,4.0,5.0,20.0,1.0,96.0,73.0,54.0,10.0,16.0,1.0,4.0,336.0,152.0,297.0,185.0
2023-7235,Drummondville CH,Hard,32,C,20231113,290,144826,8.0,,Aziz Dougaz,L,188.0,TUN,26.6,200277,,,Charles Broom,R,178.0,GBR,25.5,3-6 6-4 6-1,3,R16,98.0,10.0,1.0,72.0,46.0,37.0,12.0,13.0,0.0,2.0,8.0,2.0,77.0,53.0,35.0,13.0,13.0,9.0,13.0,233.0,261.0,322.0,166.0
2023-7235,Drummondville CH,Hard,32,C,20231113,289,111454,,,Li Tu,R,183.0,AUS,27.4,200008,7.0,,Alexis Galarneau,R,180.0,CAN,24.7,7-6(5) 6-2,3,R16,95.0,8.0,1.0,64.0,42.0,33.0,10.0,10.0,0.0,1.0,4.0,1.0,75.0,47.0,33.0,10.0,10.0,6.0,9.0,271.0,214.0,198.0,309.0
2023-7235,Drummondville CH,Hard,32,C,20231113,288,105311,,,Joao Sousa,R,185.0,POR,34.6,105332,3.0,,Benoit Paire,R,196.0,FRA,34.5,6-1 7-6(4),3,R16,80.0,3.0,0.0,75.0,50.0,35.0,19.0,10.0,6.0,6.0,10.0,7.0,67.0,38.0,30.0,12.0,9.0,7.0,9.0,267.0,216.0,126.0,505.0
2023-2899,Danderyd CH,Hard,32,C,20231113,300,109739,2.0,,Maximilian Marterer,L,188.0,GER,28.4,206909,8.0,,Brandon Nakashima,R,188.0,USA,22.2,2-6 6-4 6-3,3,F,128.0,9.0,2.0,92.0,48.0,37.0,21.0,14.0,5.0,7.0,8.0,2.0,80.0,47.0,36.0,17.0,13.0,9.0,11.0,100.0,616.0,143.0,434.0
2023-2899,Danderyd CH,Hard,32,C,20231113,299,206909,8.0,,Brandon Nakashima,R,188.0,USA,22.2,210696,,Q,Alexander Blockx,R,191.0,BEL,18.5,6-1 6-2,3,SF,62.0,1.0,2.0,42.0,20.0,16.0,13.0,8.0,1.0,2.0,2.0,1.0,49.0,28.0,11.0,11.0,7.0,7.0,12.0,143.0,434.0,412.0,111.0
2023-2899,Danderyd CH,Hard,32,C,20231113,298,109739,2.0,,Maximilian Marterer,L,188.0,GER,28.4,207925,3.0,,Flavio Cobolli,R,183.0,ITA,21.5,6-2 6-0,3,SF,64.0,4.0,1.0,48.0,27.0,22.0,10.0,7.0,5.0,5.0,3.0,3.0,41.0,21.0,12.0,5.0,7.0,3.0,8.0,100.0,616.0,98.0,619.0
2023-2899,Danderyd CH,Hard,32,C,20231113,297,210696,,Q,Alexander Blockx,R,191.0,BEL,18.5,210150,,,Jakub Mensik,R,193.0,CZE,18.1,6-3 6-0,3,QF,61.0,0.0,0.0,43.0,29.0,20.0,9.0,7.0,5.0,6.0,1.0,2.0,44.0,27.0,13.0,5.0,8.0,4.0,10.0,412.0,111.0,152.0,408.0
2023-2899,Danderyd CH,Hard,32,C,20231113,296,206909,8.0,,Brandon Nakashima,R,188.0,USA,22.2,105676,4.0,,David Goffin,R,180.0,BEL,32.9,6-2 7-6(2),3,QF,100.0,6.0,1.0,72.0,43.0,37.0,14.0,10.0,5.0,5.0,3.0,2.0,65.0,37.0,28.0,12.0,10.0,1.0,3.0,143.0,434.0,105.0,594.0
2023-2899,Danderyd CH,Hard,32,C,20231113,295,207925,3.0,,Flavio Cobolli,R,183.0,ITA,21.5,105430,7.0,,Radu Albot,R,175.0,MDA,34.0,6-4 7-6(5),3,QF,108.0,4.0,4.0,79.0,39.0,29.0,21.0,11.0,5.0,7.0,1.0,7.0,77.0,43.0,29.0,17.0,11.0,7.0,10.0,98.0,619.0,130.0,492.0
2023-2899,Danderyd CH,Hard,32,C,20231113,294,109739,2.0,,Maximilian Marterer,L,188.0,GER,28.4,202195,6.0,,Maxime Cressy,R,201.0,USA,26.5,6-4 4-6 6-1,3,QF,133.0,6.0,4.0,87.0,47.0,34.0,25.0,14.0,7.0,8.0,12.0,11.0,83.0,37.0,29.0,25.0,13.0,3.0,6.0,100.0,616.0,127.0,503.0
2023-2899,Danderyd CH,Hard,32,C,20231113,293,210696,,Q,Alexander Blockx,R,191.0,BEL,18.5,144895,,,Corentin Moutet,L,180.0,FRA,24.5,7-6(6) 6-1,3,R16,101.0,2.0,2.0,72.0,47.0,35.0,11.0,10.0,3.0,4.0,1.0,2.0,64.0,50.0,29.0,6.0,9.0,4.0,7.0,412.0,111.0,133.0,477.0
2023-2899,Danderyd CH,Hard,32,C,20231113,292,210150,,,Jakub Mensik,R,193.0,CZE,18.1,209098,5.0,,Hamad Medjedovic,R,188.0,SRB,20.3,4-6 7-6(2) 7-6(8),3,R16,188.0,10.0,7.0,134.0,75.0,57.0,30.0,17.0,9.0,13.0,8.0,4.0,114.0,73.0,58.0,19.0,17.0,4.0,7.0,152.0,408.0,110.0,575.0
2023-2899,Danderyd CH,Hard,32,C,20231113,291,105676,4.0,,David Goffin,R,180.0,BEL,32.9,208230,,Q,Alibek Kachmazov,R,185.0,RUS,21.2,7-5 7-5,3,R16,116.0,5.0,2.0,65.0,31.0,21.0,23.0,12.0,2.0,5.0,6.0,5.0,87.0,44.0,27.0,19.0,12.0,9.0,14.0,105.0,594.0,264.0,221.0
2023-7235,Drummondville CH,Hard,32,C,20231113,240,212259,,WC,Benjamin Thomas George,L,178.0,CAN,20.8,202183,5.0,,Gabriel Decamps,R,193.0,BRA,24.2,6-3 4-6 6-1,3,Q1,122.0,1.0,5.0,94.0,64.0,40.0,14.0,13.0,10.0,14.0,1.0,8.0,77.0,37.0,25.0,13.0,13.0,6.0,13.0,1852.0,1.0,679.0,42.0
2023-7235,Drummondville CH,Hard,32,C,20231113,286,105902,2.0,,James Duckworth,R,183.0,AUS,31.8,111515,,,Thai Son Kwiatkowski,R,188.0,USA,28.7,6-1 6-7(3) 6-3,3,R16,123.0,12.0,1.0,93.0,53.0,46.0,22.0,15.0,5.0,5.0,20.0,5.0,94.0,54.0,42.0,17.0,13.0,6.0,9.0,113.0,553.0,334.0,153.0
