year,tournament,surface,ace_pct,speed
1998,Orlando,Clay,6.1,0.78
1998,Roland Garros,Clay,6.2,0.77
1998,Bastad,Clay,6.5,0.76
1998,Dusseldorf,Clay,6.5,0.76
1998,Doha,Hard,7.5,0.75
1998,Amsterdam,Clay,7.3,0.74
1998,Casablanca,Clay,5.2,0.69
1998,Hamburg Masters,Clay,5.9,0.68
1998,Bucharest,Clay,4.3,0.65
1998,Bologna,Clay,4.0,0.63
1998,Umag,Clay,5.9,0.63
1998,Monte Carlo Masters,Clay,5.5,0.62
1998,Estoril,Clay,3.3,0.59
1998,Atlanta,Clay,6.5,0.56
1998,Prague,Clay,3.7,0.48
1999,Memphis,Hard,14.8,1.51
1999,Moscow,Carpet,14.1,1.5
1999,Toulouse,Hard,14.3,1.5
1999,Rotterdam,Carpet,14.6,1.4
1999,Halle,Grass,12.7,1.36
1999,Adelaide,Hard,11.2,1.35
1999,St. Petersburg,Carpet,13.6,1.33
1999,Basel,Carpet,13.4,1.33
1999,Cincinnati Masters,Hard,12.2,1.32
1999,London,Carpet,15.4,1.31
1999,s Hertogenbosch,Grass,11.0,1.29
1999,Paris Masters,Carpet,11.1,1.27
1999,Stuttgart Masters,Hard,12.7,1.21
1999,Vienna,Hard,12.9,1.21
1999,Nottingham,Grass,10.7,1.19
1999,Stockholm,Hard,11.7,1.16
1999,Canada Masters,Hard,11.2,1.15
1999,Boston,Hard,9.0,1.14
1999,Long Island,Hard,11.6,1.14
1999,Auckland,Hard,8.1,1.12
1999,Los Angeles,Hard,12.2,1.12
1999,US Open,Hard,10.2,1.1
1999,Lyon,Carpet,10.1,1.09
1999,Marseille,Hard,9.2,1.09
1999,Scottsdale,Hard,10.0,1.07
1999,Merano,Clay,6.7,1.04
1999,Tashkent,Hard,7.2,1.04
1999,Washington,Hard,9.7,1.03
1999,San Jose,Hard,9.4,1.03
1999,Indian Wells Masters,Hard,10.5,1.02
1999,Indianapolis,Hard,8.7,1.02
1999,Singapore,Hard,8.4,1.02
1999,Queen's Club,Grass,10.2,1.01
1999,Wimbledon,Grass,9.2,1.0
1999,Hong Kong,Hard,9.1,0.99
1999,Tokyo,Hard,9.2,0.97
1999,Sydney,Hard,9.8,0.97
1999,Mallorca,Clay,6.2,0.96
1999,Copenhagen,Carpet,7.9,0.96
1999,Stuttgart Outdoor,Clay,7.1,0.96
1999,Australian Open,Hard,8.0,0.94
1999,Miami Masters,Hard,9.1,0.94
1999,Doha,Hard,7.3,0.94
1999,Dubai,Hard,8.5,0.94
1999,Tour Finals,Hard,13.9,0.93
1999,Munich,Clay,6.8,0.92
1999,Delray Beach,Clay,5.6,0.92
1999,Orlando,Clay,6.2,0.91
1999,Amsterdam,Clay,6.1,0.87
1999,Gstaad,Clay,7.0,0.86
1999,Prague,Clay,5.9,0.85
1999,Atlanta,Clay,5.5,0.84
1999,Roland Garros,Clay,6.8,0.82
1999,Kitzbuhel,Clay,5.6,0.82
1999,Barcelona,Clay,5.5,0.82
1999,Shanghai,Hard,6.0,0.8
1999,Chennai,Hard,5.1,0.79
1999,Rome Masters,Clay,7.1,0.79
1999,Newport,Grass,9.2,0.78
1999,St. Poelten,Clay,5.2,0.77
1999,San Marino,Clay,5.2,0.77
1999,Umag,Clay,5.3,0.73
1999,Bastad,Clay,5.1,0.73
1999,Estoril,Clay,5.6,0.7
1999,Monte Carlo Masters,Clay,6.0,0.69
1999,Bucharest,Clay,4.7,0.69
1999,Casablanca,Clay,3.8,0.68
1999,Palermo,Clay,3.9,0.64
1999,Hamburg Masters,Clay,5.0,0.63
1999,Dusseldorf,Clay,7.0,0.62
1999,Bournemouth,Clay,5.9,0.61
2000,Toulouse,Hard,13.9,1.69
2000,Nottingham,Grass,12.0,1.37
2000,Memphis,Hard,10.4,1.36
2000,Tashkent,Hard,13.4,1.26
2000,Rotterdam,Hard,12.6,1.25
2000,Cincinnati Masters,Hard,12.1,1.24
2000,Halle,Grass,13.5,1.24
2000,Moscow,Carpet,12.1,1.23
2000,Canada Masters,Hard,12.1,1.23
2000,St. Petersburg,Hard,12.6,1.22
2000,Paris Masters,Carpet,12.4,1.2
2000,Wimbledon,Grass,11.4,1.19
2000,US Open,Hard,12.0,1.17
2000,Indianapolis,Hard,10.6,1.16
2000,Kitzbuhel,Clay,8.7,1.16
2000,Basel,Carpet,12.3,1.16
2000,Long Island,Hard,10.3,1.11
2000,Lyon,Carpet,11.2,1.1
2000,Australian Open,Hard,11.0,1.1
2000,Marseille,Hard,12.5,1.09
2000,Newport,Grass,9.2,1.09
2000,Stuttgart Masters,Hard,10.8,1.09
2000,Tokyo,Hard,9.8,1.07
2000,Stockholm,Hard,10.7,1.07
2000,Sydney,Hard,9.2,1.06
2000,Queen's Club,Grass,12.8,1.06
2000,Brighton,Hard,11.3,1.05
2000,London,Hard,12.2,1.05
2000,Palermo,Clay,6.1,1.04
2000,Chennai,Hard,10.9,1.04
2000,Los Angeles,Hard,12.6,1.04
2000,Vienna,Hard,9.8,1.04
2000,Hong Kong,Hard,10.3,1.03
2000,Santiago,Clay,9.8,1.01
2000,San Jose,Hard,9.6,1.01
2000,Indian Wells Masters,Hard,10.4,1.01
2000,Auckland,Hard,8.7,1.01
2000,Gstaad,Clay,7.6,1.01
2000,s Hertogenbosch,Grass,10.0,1.01
2000,Washington,Hard,11.8,0.99
2000,Stuttgart Outdoor,Clay,7.7,0.98
2000,Mallorca,Clay,7.5,0.96
2000,Rome Masters,Clay,8.8,0.96
2000,Munich,Clay,8.1,0.94
2000,Delray Beach,Hard,7.7,0.93
2000,San Marino,Clay,7.7,0.91
2000,Orlando,Clay,8.2,0.91
2000,Adelaide,Hard,8.8,0.89
2000,Masters Cup,Hard,11.7,0.89
2000,Miami Masters,Hard,9.2,0.89
2000,Mexico City,Clay,6.5,0.87
2000,Bogota,Clay,8.0,0.87
2000,Atlanta,Clay,7.0,0.87
2000,Bucharest,Clay,7.4,0.87
2000,Amsterdam,Clay,7.9,0.87
2000,Shanghai,Hard,7.9,0.86
2000,Doha,Hard,6.6,0.85
2000,Barcelona,Clay,7.0,0.85
2000,Hamburg Masters,Clay,8.0,0.84
2000,Scottsdale,Hard,6.3,0.77
2000,Copenhagen,Hard,8.4,0.77
2000,Monte Carlo Masters,Clay,6.7,0.76
2000,Roland Garros,Clay,7.2,0.76
2000,Dusseldorf,Clay,7.0,0.72
2000,Bastad,Clay,6.3,0.71
2000,St. Poelten,Clay,6.5,0.71
2000,Casablanca,Clay,5.3,0.69
2000,Dubai,Hard,5.3,0.65
2000,Umag,Clay,5.5,0.64
2000,Estoril,Clay,4.0,0.49
2001,Bogota,Clay,9.0,1.52
2001,Hong Kong,Hard,10.0,1.42
2001,Stockholm,Hard,10.7,1.38
2001,Tokyo,Hard,8.3,1.38
2001,Paris Masters,Carpet,12.7,1.36
2001,Halle,Grass,11.3,1.32
2001,Basel,Carpet,12.3,1.29
2001,Memphis,Hard,14.3,1.29
2001,Queen's Club,Grass,12.7,1.28
2001,Indianapolis,Hard,11.4,1.27
2001,Stuttgart Masters,Hard,12.8,1.23
2001,Cincinnati Masters,Hard,12.0,1.22
2001,Marseille,Hard,11.9,1.21
2001,Tashkent,Hard,11.1,1.21
2001,US Open,Hard,11.4,1.2
2001,Acapulco,Clay,11.0,1.2
2001,Rotterdam,Hard,11.1,1.2
2001,Wimbledon,Grass,10.6,1.2
2001,Costa Do Sauipe,Hard,9.1,1.19
2001,Milan,Carpet,12.2,1.18
2001,San Jose,Hard,13.1,1.18
2001,Nottingham,Grass,12.2,1.17
2001,Gstaad,Clay,10.6,1.15
2001,Washington,Hard,12.2,1.15
2001,Lyon,Carpet,11.0,1.15
2001,Long Island,Hard,12.0,1.1
2001,Doha,Hard,8.4,1.07
2001,Auckland,Hard,9.1,1.06
2001,Chennai,Hard,9.0,1.06
2001,Stuttgart,Clay,8.6,1.06
2001,Shanghai,Hard,6.4,1.04
2001,Indian Wells Masters,Hard,9.6,1.01
2001,Australian Open,Hard,8.9,1.01
2001,Masters Cup,Hard,9.3,1.0
2001,Los Angeles,Hard,12.3,1.0
2001,Moscow,Carpet,10.9,1.0
2001,Buenos Aires,Clay,7.0,0.98
2001,Canada Masters,Hard,10.3,0.97
2001,Adelaide,Hard,9.1,0.96
2001,Delray Beach,Hard,10.4,0.95
2001,St. Petersburg,Hard,8.2,0.95
2001,Sydney,Hard,8.0,0.95
2001,Scottsdale,Hard,6.3,0.94
2001,Houston,Clay,8.5,0.94
2001,Vina del Mar,Clay,6.0,0.94
2001,Copenhagen,Hard,5.5,0.91
2001,Munich,Clay,7.5,0.9
2001,Amsterdam,Clay,6.7,0.86
2001,Vienna,Hard,7.4,0.85
2001,Miami Masters,Hard,8.6,0.85
2001,s Hertogenbosch,Grass,7.0,0.84
2001,Dubai,Hard,7.8,0.82
2001,Casablanca,Clay,6.4,0.81
2001,Umag,Clay,7.5,0.81
2001,Palermo,Clay,6.7,0.81
2001,St. Poelten,Clay,6.4,0.8
2001,Mallorca,Clay,5.2,0.79
2001,Roland Garros,Clay,7.3,0.77
2001,Kitzbuhel,Clay,5.7,0.77
2001,Atlanta,Clay,7.3,0.76
2001,Barcelona,Clay,6.2,0.75
2001,Bucharest,Clay,6.6,0.7
2001,Dusseldorf,Clay,7.8,0.65
2001,Estoril,Clay,5.0,0.65
2001,Bastad,Clay,4.6,0.65
2001,Monte Carlo Masters,Clay,5.2,0.63
2001,Sopot,Clay,4.5,0.61
2001,Rome Masters,Clay,5.9,0.59
2001,Hamburg Masters,Clay,5.2,0.58
2001,Newport,Grass,2.1,0.47
2002,Acapulco,Clay,10.3,1.61
2002,Marseille,Hard,17.2,1.6
2002,Milan,Carpet,13.6,1.6
2002,Rotterdam,Hard,13.1,1.44
2002,Lyon,Carpet,16.7,1.37
2002,Tokyo,Hard,13.5,1.36
2002,Canada Masters,Hard,12.6,1.33
2002,Paris Masters,Carpet,12.6,1.32
2002,Memphis,Hard,14.0,1.31
2002,Gstaad,Clay,10.1,1.19
2002,Doha,Hard,9.1,1.19
2002,Costa Do Sauipe,Hard,9.7,1.17
2002,Madrid Masters,Hard,10.8,1.17
2002,Newport,Grass,13.1,1.17
2002,Washington,Hard,10.3,1.16
2002,San Jose,Hard,13.9,1.15
2002,St. Petersburg,Hard,9.0,1.15
2002,Wimbledon,Grass,10.5,1.14
2002,Hong Kong,Hard,10.6,1.14
2002,Tashkent,Hard,12.5,1.14
2002,Basel,Carpet,11.3,1.13
2002,Stockholm,Hard,9.4,1.12
2002,Cincinnati Masters,Hard,11.4,1.12
2002,Auckland,Hard,6.8,1.12
2002,Vienna,Hard,8.0,1.1
2002,Scottsdale,Hard,9.4,1.1
2002,Indianapolis,Hard,9.6,1.08
2002,Bucharest,Clay,5.5,1.01
2002,US Open,Hard,10.3,1.0
2002,Moscow,Carpet,9.5,1.0
2002,Queen's Club,Grass,10.8,0.99
2002,Miami Masters,Hard,9.0,0.99
2002,Halle,Grass,10.3,0.98
2002,Long Island,Hard,8.5,0.97
2002,Dubai,Hard,8.9,0.97
2002,Houston,Clay,11.6,0.96
2002,Masters Cup,Hard,9.4,0.96
2002,Bastad,Clay,6.8,0.95
2002,Buenos Aires,Clay,6.6,0.94
2002,Chennai,Hard,8.5,0.93
2002,Delray Beach,Hard,10.4,0.93
2002,Sydney,Hard,9.1,0.92
2002,Palermo,Clay,6.9,0.92
2002,Los Angeles,Hard,12.2,0.9
2002,Mallorca,Clay,6.9,0.9
2002,Australian Open,Hard,8.9,0.89
2002,St. Poelten,Clay,7.2,0.86
2002,s Hertogenbosch,Grass,5.8,0.85
2002,Indian Wells Masters,Hard,8.2,0.84
2002,Stuttgart,Clay,5.4,0.83
2002,Nottingham,Grass,9.2,0.83
2002,Barcelona,Clay,6.6,0.82
2002,Vina del Mar,Clay,6.6,0.81
2002,Adelaide,Hard,9.7,0.8
2002,Copenhagen,Hard,6.6,0.79
2002,Casablanca,Clay,6.7,0.75
2002,Kitzbuhel,Clay,6.4,0.75
2002,Estoril,Clay,4.9,0.7
2002,Munich,Clay,6.2,0.69
2002,Roland Garros,Clay,6.1,0.69
2002,Hamburg Masters,Clay,6.5,0.68
2002,Rome Masters,Clay,6.6,0.67
2002,Monte Carlo Masters,Clay,5.6,0.66
2002,Umag,Clay,5.1,0.66
2002,Amersfoort,Clay,5.1,0.6
2002,Sopot,Clay,4.4,0.59
2002,Dusseldorf,Clay,6.6,0.55
2003,Newport,Grass,8.9,1.58
2003,Memphis,Hard,14.1,1.55
2003,Rotterdam,Hard,12.6,1.4
2003,Metz,Hard,10.9,1.38
2003,Gstaad,Clay,10.8,1.37
2003,Milan,Carpet,16.5,1.36
2003,Paris Masters,Carpet,12.9,1.36
2003,Stockholm,Hard,13.9,1.35
2003,Cincinnati Masters,Hard,12.3,1.28
2003,Marseille,Hard,12.2,1.28
2003,Washington,Hard,12.3,1.26
2003,Shanghai,Hard,14.9,1.24
2003,Basel,Carpet,11.2,1.21
2003,Acapulco,Clay,9.0,1.18
2003,San Jose,Hard,10.5,1.17
2003,Tokyo,Hard,11.6,1.15
2003,St. Petersburg,Hard,8.9,1.14
2003,Costa Do Sauipe,Hard,10.2,1.14
2003,Copenhagen,Hard,11.6,1.14
2003,Los Angeles,Hard,12.2,1.13
2003,Delray Beach,Hard,9.9,1.12
2003,Indianapolis,Hard,13.9,1.12
2003,Wimbledon,Grass,10.0,1.1
2003,Canada Masters,Hard,9.8,1.08
2003,Valencia,Clay,7.3,1.08
2003,Auckland,Hard,9.4,1.07
2003,Long Island,Hard,9.5,1.07
2003,US Open,Hard,10.0,1.03
2003,Stuttgart,Clay,7.2,1.02
2003,Lyon,Carpet,8.6,1.02
2003,Miami Masters,Hard,10.0,0.99
2003,Halle,Grass,8.7,0.98
2003,Vienna,Hard,8.2,0.97
2003,Doha,Hard,8.5,0.97
2003,Sopot,Clay,5.2,0.96
2003,Bangkok,Hard,9.5,0.95
2003,Amersfoort,Clay,7.9,0.94
2003,Masters Cup,Hard,9.7,0.94
2003,Vina del Mar,Clay,6.7,0.93
2003,Australian Open,Hard,8.3,0.92
2003,Scottsdale,Hard,9.0,0.92
2003,Indian Wells Masters,Hard,8.0,0.91
2003,Chennai,Hard,5.7,0.9
2003,Moscow,Carpet,8.0,0.9
2003,Dubai,Hard,8.2,0.9
2003,Queen's Club,Grass,10.4,0.9
2003,Kitzbuhel,Clay,6.9,0.89
2003,Adelaide,Hard,9.3,0.89
2003,Sydney,Hard,8.2,0.87
2003,Umag,Clay,5.4,0.86
2003,Rome Masters,Clay,7.1,0.85
2003,Nottingham,Grass,9.8,0.84
2003,s Hertogenbosch,Grass,7.3,0.82
2003,Bastad,Clay,4.7,0.81
2003,Barcelona,Clay,6.2,0.8
2003,Bucharest,Clay,5.0,0.79
2003,Houston,Clay,7.6,0.78
2003,Munich,Clay,5.9,0.74
2003,Roland Garros,Clay,6.9,0.73
2003,Buenos Aires,Clay,5.8,0.73
2003,Casablanca,Clay,6.5,0.72
2003,Hamburg Masters,Clay,5.7,0.65
2003,Palermo,Clay,5.3,0.6
2003,Estoril,Clay,5.3,0.59
2003,St. Poelten,Clay,5.5,0.59
2003,Monte Carlo Masters,Clay,4.7,0.58
2003,Dusseldorf,Clay,5.9,0.52
2004,Milan,Carpet,15.0,1.49
2004,Cincinnati Masters,Hard,14.1,1.44
2004,Marseille,Hard,14.6,1.42
2004,Tokyo,Hard,12.6,1.39
2004,Lyon,Carpet,11.7,1.36
2004,Madrid Masters,Hard,13.1,1.36
2004,Shanghai,Hard,11.1,1.34
2004,St. Petersburg,Carpet,11.5,1.31
2004,Basel,Carpet,10.0,1.3
2004,Memphis,Hard,16.0,1.24
2004,Beijing,Hard,8.4,1.23
2004,Masters Cup,Hard,12.0,1.2
2004,Indianapolis,Hard,13.5,1.2
2004,Halle,Grass,11.2,1.19
2004,Bangkok,Hard,14.5,1.19
2004,Metz,Hard,12.6,1.17
2004,Vienna,Hard,9.3,1.16
2004,Acapulco,Clay,7.6,1.16
2004,Washington,Hard,12.6,1.15
2004,Wimbledon,Grass,11.1,1.15
2004,Rotterdam,Hard,10.3,1.14
2004,Amersfoort,Clay,8.9,1.13
2004,Chennai,Hard,7.7,1.13
2004,US Open,Hard,10.5,1.13
2004,San Jose,Hard,15.4,1.1
2004,Paris Masters,Carpet,11.4,1.09
2004,Long Island,Hard,9.6,1.09
2004,Queen's Club,Grass,12.5,1.09
2004,Stockholm,Hard,15.2,1.08
2004,Canada Masters,Hard,11.8,1.08
2004,Sydney,Hard,12.0,1.06
2004,Indian Wells Masters,Hard,9.7,1.05
2004,Delray Beach,Hard,10.2,1.05
2004,Los Angeles,Hard,13.1,1.04
2004,s Hertogenbosch,Grass,8.7,1.04
2004,Gstaad,Clay,8.3,1.01
2004,Adelaide,Hard,8.8,0.99
2004,Doha,Hard,9.9,0.98
2004,Australian Open,Hard,9.3,0.98
2004,Auckland,Hard,7.2,0.97
2004,Stuttgart,Clay,6.0,0.97
2004,Sopot,Clay,5.1,0.92
2004,Miami Masters,Hard,8.3,0.92
2004,Nottingham,Grass,8.6,0.9
2004,Costa Do Sauipe,Clay,7.2,0.88
2004,Newport,Grass,8.8,0.87
2004,Munich,Clay,8.0,0.85
2004,Vina del Mar,Clay,5.8,0.84
2004,Dubai,Hard,6.8,0.83
2004,Scottsdale,Hard,10.1,0.83
2004,Moscow,Carpet,8.1,0.81
2004,Kitzbuhel,Clay,5.9,0.79
2004,Barcelona,Clay,6.9,0.79
2004,Valencia,Clay,6.3,0.74
2004,Bucharest,Clay,4.6,0.73
2004,Rome Masters,Clay,6.3,0.73
2004,St. Poelten,Clay,5.5,0.71
2004,Estoril,Clay,5.9,0.7
2004,Buenos Aires,Clay,5.2,0.7
2004,Bastad,Clay,5.0,0.7
2004,Houston,Clay,8.0,0.69
2004,Palermo,Clay,3.9,0.69
2004,Dusseldorf,Clay,7.7,0.68
2004,Roland Garros,Clay,6.0,0.67
2004,Hamburg Masters,Clay,5.6,0.64
2004,Casablanca,Clay,4.6,0.63
2004,Umag,Clay,4.6,0.6
2004,Monte Carlo Masters,Clay,4.4,0.52
2005,Milan,Carpet,15.2,1.57
2005,Lyon,Carpet,12.4,1.51
2005,Metz,Hard,13.9,1.51
2005,Indianapolis,Hard,13.7,1.49
2005,Paris Masters,Carpet,14.5,1.49
2005,Rotterdam,Hard,13.2,1.42
2005,s Hertogenbosch,Grass,12.5,1.37
2005,Washington,Hard,17.4,1.36
2005,Chennai,Hard,10.8,1.31
2005,Cincinnati Masters,Hard,11.3,1.31
2005,Ho Chi Minh City,Carpet,15.2,1.31
2005,Memphis,Hard,17.0,1.3
2005,Halle,Grass,10.8,1.25
2005,Acapulco,Clay,8.9,1.25
2005,Wimbledon,Grass,11.6,1.25
2005,Basel,Carpet,11.3,1.25
2005,Beijing,Hard,8.9,1.24
2005,St. Petersburg,Carpet,10.5,1.22
2005,Bangkok,Hard,12.9,1.19
2005,New Haven,Hard,9.4,1.17
2005,Madrid Masters,Hard,11.7,1.17
2005,Canada Masters,Hard,10.3,1.16
2005,US Open,Hard,10.0,1.11
2005,Tokyo,Hard,10.8,1.1
2005,Dubai,Hard,9.0,1.09
2005,Nottingham,Grass,12.4,1.07
2005,Miami Masters,Hard,8.7,1.07
2005,Los Angeles,Hard,10.6,1.07
2005,Delray Beach,Hard,8.5,1.05
2005,Marseille,Hard,13.5,1.04
2005,Stockholm,Hard,9.5,1.04
2005,Queen's Club,Grass,11.6,1.01
2005,Palermo,Clay,6.9,0.99
2005,Australian Open,Hard,8.8,0.98
2005,Scottsdale,Hard,10.0,0.97
2005,Sydney,Hard,10.2,0.96
2005,Indian Wells Masters,Hard,8.8,0.96
2005,Moscow,Carpet,7.9,0.95
2005,Costa Do Sauipe,Clay,7.2,0.95
2005,Vienna,Hard,8.3,0.93
2005,Houston,Clay,10.9,0.93
2005,Vina del Mar,Clay,6.9,0.91
2005,Auckland,Hard,6.5,0.9
2005,Gstaad,Clay,8.5,0.9
2005,San Jose,Hard,11.1,0.86
2005,Kitzbuhel,Clay,7.4,0.84
2005,Amersfoort,Clay,8.8,0.83
2005,Munich,Clay,8.2,0.83
2005,Adelaide,Hard,8.2,0.82
2005,Buenos Aires,Clay,6.4,0.81
2005,Masters Cup,Carpet,6.9,0.81
2005,Barcelona,Clay,6.4,0.8
2005,Doha,Hard,5.4,0.79
2005,Newport,Grass,10.7,0.76
2005,Stuttgart,Clay,6.1,0.75
2005,St. Poelten,Clay,5.7,0.73
2005,Roland Garros,Clay,6.0,0.73
2005,Sopot,Clay,5.0,0.7
2005,Dusseldorf,Clay,5.4,0.7
2005,Bucharest,Clay,5.5,0.65
2005,Rome Masters,Clay,5.4,0.64
2005,Bastad,Clay,4.9,0.57
2005,Estoril,Clay,4.8,0.57
2005,Casablanca,Clay,5.5,0.57
2005,Valencia,Clay,3.5,0.57
2005,Hamburg Masters,Clay,4.7,0.55
2005,Monte Carlo Masters,Clay,4.4,0.55
2005,Umag,Clay,3.6,0.5
2006,Memphis,Hard,13.2,1.42
2006,Lyon,Carpet,12.7,1.38
2006,Los Angeles,Hard,11.8,1.35
2006,Marseille,Hard,11.3,1.34
2006,Tokyo,Hard,7.9,1.32
2006,Madrid Masters,Hard,11.4,1.32
2006,Moscow,Carpet,12.0,1.3
2006,Masters Cup,Hard,11.0,1.28
2006,Basel,Carpet,11.6,1.28
2006,Paris Masters,Carpet,10.8,1.28
2006,San Jose,Hard,10.3,1.27
2006,Halle,Grass,10.7,1.26
2006,Cincinnati Masters,Hard,11.1,1.26
2006,Mumbai,Hard,9.4,1.25
2006,Queen's Club,Grass,12.8,1.25
2006,Wimbledon,Grass,10.9,1.24
2006,Rotterdam,Hard,10.6,1.22
2006,Zagreb,Carpet,11.3,1.22
2006,Indianapolis,Hard,12.0,1.19
2006,s Hertogenbosch,Grass,9.6,1.19
2006,Metz,Hard,10.7,1.17
2006,Washington,Hard,11.2,1.17
2006,Kitzbuhel,Clay,9.3,1.17
2006,Bangkok,Hard,10.5,1.16
2006,New Haven,Hard,10.4,1.16
2006,Beijing,Hard,11.4,1.15
2006,Nottingham,Grass,11.7,1.13
2006,US Open,Hard,9.8,1.12
2006,Dubai,Hard,7.9,1.11
2006,Chennai,Hard,12.0,1.1
2006,St. Petersburg,Carpet,10.6,1.09
2006,Gstaad,Clay,10.1,1.07
2006,Vienna,Hard,11.6,1.06
2006,Newport,Grass,9.6,1.06
2006,Delray Beach,Hard,9.4,1.05
2006,Acapulco,Clay,7.9,1.05
2006,Adelaide,Hard,8.4,1.0
2006,Miami Masters,Hard,9.0,0.98
2006,Australian Open,Hard,8.3,0.96
2006,Poertschach,Clay,6.9,0.96
2006,Auckland,Hard,8.1,0.95
2006,Stockholm,Hard,8.7,0.94
2006,Amersfoort,Clay,7.6,0.91
2006,Sydney,Hard,7.1,0.89
2006,Munich,Clay,8.0,0.88
2006,Canada Masters,Hard,7.6,0.87
2006,Costa Do Sauipe,Clay,6.6,0.84
2006,Barcelona,Clay,6.8,0.83
2006,Doha,Hard,6.2,0.81
2006,Sopot,Clay,5.7,0.8
2006,Umag,Clay,5.3,0.79
2006,Casablanca,Clay,7.5,0.76
2006,Indian Wells Masters,Hard,7.0,0.76
2006,Stuttgart,Clay,5.7,0.73
2006,Estoril,Clay,6.8,0.72
2006,Palermo,Clay,4.9,0.71
2006,Buenos Aires,Clay,4.2,0.7
2006,Roland Garros,Clay,6.0,0.69
2006,Las Vegas,Hard,5.6,0.68
2006,Vina del Mar,Clay,6.4,0.68
2006,Valencia,Clay,4.6,0.63
2006,Dusseldorf,Clay,5.3,0.61
2006,Houston,Clay,5.6,0.6
2006,Bucharest,Clay,4.8,0.6
2006,Bastad,Clay,5.2,0.57
2006,Rome Masters,Clay,4.8,0.57
2006,Hamburg Masters,Clay,4.7,0.56
2006,Monte Carlo Masters,Clay,4.3,0.56
2007,Lyon,Carpet,16.3,1.66
2007,Basel,Hard,13.7,1.44
2007,s Hertogenbosch,Grass,14.5,1.4
2007,Rotterdam,Hard,12.2,1.4
2007,Tokyo,Hard,14.5,1.4
2007,Memphis,Hard,18.3,1.36
2007,Metz,Hard,10.5,1.34
2007,Indianapolis,Hard,16.0,1.33
2007,Washington,Hard,16.4,1.32
2007,San Jose,Hard,18.8,1.31
2007,Queen's Club,Grass,15.5,1.3
2007,Halle,Grass,12.1,1.29
2007,Delray Beach,Hard,12.2,1.27
2007,Zagreb,Carpet,15.0,1.25
2007,Mumbai,Hard,8.9,1.19
2007,Cincinnati Masters,Hard,11.6,1.18
2007,Marseille,Hard,10.6,1.16
2007,Bangkok,Hard,15.7,1.15
2007,US Open,Hard,10.3,1.15
2007,Australian Open,Hard,10.6,1.14
2007,Nottingham,Grass,11.9,1.14
2007,Dubai,Hard,9.1,1.14
2007,New Haven,Hard,11.3,1.13
2007,Moscow,Hard,9.1,1.13
2007,Wimbledon,Grass,10.6,1.12
2007,Gstaad,Clay,10.0,1.12
2007,Canada Masters,Hard,10.3,1.12
2007,Paris Masters,Hard,9.3,1.09
2007,Madrid Masters,Hard,10.9,1.07
2007,Indian Wells Masters,Hard,9.7,1.06
2007,Acapulco,Clay,7.9,1.05
2007,Chennai,Hard,11.2,1.03
2007,Amersfoort,Clay,7.6,1.03
2007,St. Petersburg,Carpet,9.0,1.02
2007,Adelaide,Hard,10.4,1.01
2007,Vienna,Hard,9.1,1.0
2007,Stuttgart,Clay,8.8,0.99
2007,Stockholm,Hard,15.6,0.96
2007,Miami Masters,Hard,9.0,0.93
2007,Casablanca,Clay,7.8,0.93
2007,Los Angeles,Hard,9.6,0.92
2007,Poertschach,Clay,7.9,0.89
2007,Masters Cup,Hard,7.5,0.88
2007,Costa Do Sauipe,Clay,5.8,0.86
2007,Munich,Clay,9.1,0.86
2007,Auckland,Hard,5.9,0.83
2007,Las Vegas,Hard,8.7,0.83
2007,Kitzbuhel,Clay,6.2,0.82
2007,Sydney,Hard,7.3,0.82
2007,Barcelona,Clay,6.0,0.77
2007,Buenos Aires,Clay,5.1,0.74
2007,Beijing,Hard,6.1,0.74
2007,Houston,Clay,8.3,0.72
2007,Newport,Grass,4.0,0.71
2007,Roland Garros,Clay,6.0,0.71
2007,Rome Masters,Clay,5.6,0.7
2007,Bastad,Clay,5.6,0.69
2007,Valencia,Clay,6.5,0.68
2007,Umag,Clay,4.5,0.66
2007,Sopot,Clay,4.2,0.65
2007,Dusseldorf,Clay,6.1,0.64
2007,Doha,Hard,5.7,0.62
2007,Hamburg Masters,Clay,5.1,0.57
2007,Bucharest,Clay,4.7,0.54
2007,Monte Carlo Masters,Clay,4.8,0.53
2007,Estoril,Clay,4.2,0.49
2008,Lyon,Carpet,16.0,1.42
2008,Marseille,Hard,15.9,1.42
2008,Tokyo,Hard,12.9,1.41
2008,Memphis,Hard,16.6,1.37
2008,Stockholm,Hard,13.2,1.35
2008,Zagreb,Hard,13.9,1.28
2008,San Jose,Hard,15.1,1.28
2008,Indianapolis,Hard,10.7,1.27
2008,Queen's Club,Grass,13.6,1.25
2008,Cincinnati Masters,Hard,13.6,1.25
2008,Chennai,Hard,10.0,1.23
2008,Metz,Hard,14.2,1.23
2008,Basel,Hard,14.5,1.23
2008,Nottingham,Grass,12.6,1.22
2008,Paris Masters,Hard,13.1,1.22
2008,Bangkok,Hard,12.1,1.19
2008,Madrid Masters,Hard,12.1,1.18
2008,Gstaad,Clay,10.4,1.17
2008,Washington,Hard,11.1,1.15
2008,s Hertogenbosch,Grass,10.8,1.15
2008,Wimbledon,Grass,11.5,1.15
2008,Halle,Grass,13.7,1.15
2008,St. Petersburg,Hard,9.8,1.14
2008,Adelaide,Hard,11.1,1.13
2008,Beijing,Hard,7.4,1.12
2008,US Open,Hard,10.9,1.09
